file,video_id,channel,date,words,retained_rows,last_timestamp,input_sha256,reader,notes,coverage,deduplication
bravos_2026-07-07_J0qxWVhXd4o.txt,J0qxWVhXd4o,bravos,2026-07-07,1777,262,9:02,b5bd29bb5235719467cf1304d937c5d78db6b146b22066ec42fab0981725945b,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-07-23_QNFLN6IvB88.txt,QNFLN6IvB88,bravos,2026-07-23,1496,237,8:17,f4091ad32000ac4a4801cd59e63683616c3c28b11d4850b18028d553f2d1cc90,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-04_VygtuX3arJA.txt,VygtuX3arJA,bravos,2026-08-04,1567,232,8:43,2e5e610ec23f9a13663a7473e7292bb990f80532122f59ce67b63992e2da3768,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-09_rv4PIOsQq_g.txt,rv4PIOsQq_g,bravos,2026-08-09,1574,235,8:13,ba26f652010f64f3d978c439e6667a73eeac09f4dc059231657e77a1a22267d2,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-11_ZZ7HyZu8FbE.txt,ZZ7HyZu8FbE,bravos,2026-08-11,1761,271,9:54,4fcaf0ecfee3329168067139473b0651a72f591df8c0e9821fe1070f3b3e4357,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
bravos_2026-08-13_4AkB4c0tTfU.txt,4AkB4c0tTfU,bravos,2026-08-13,1939,289,10:34,40c1da88b6844405a1c13628bb379d4f6881ff74971853a0e4700e2c5cb0106b,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-18_nB1eXWQlW58.txt,nB1eXWQlW58,bravos,2026-08-18,2025,297,10:28,274473d4ddcce0ca01068e51f06c374130ca93b0ccaed35deb4853ab1aeec655,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-21_Jw8ykhoOVBQ.txt,Jw8ykhoOVBQ,bravos,2026-08-21,2653,399,14:17,1b4b676004cbc749a8b8f9ac53e9ca9e31ad2a2f50f2c23c98c13b83d9073231,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-25_PWMhM2_dj3s.txt,PWMhM2_dj3s,bravos,2026-08-25,3373,512,18:37,0edd3a237b5c26a160b3052bfccc6f53cc597af67541dac7a366fc017348ffd0,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-08-27_cbknsJEshD8.txt,cbknsJEshD8,bravos,2026-08-27,3335,489,18:25,8609b721b31459c04f5f2c9b5f8c38ed643703eb030b7b1a69e18947694cf8c7,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
bravos_2026-09-05__rwFYNlKtEc.txt,_rwFYNlKtEc,bravos,2026-09-05,3822,167,21:38,8a29071af7577ac685ceeef20839c0ca95447d5dc94b889d9af197b0fedabb35,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
bravos_2026-09-09_1ZS5_txbOsc.txt,1ZS5_txbOsc,bravos,2026-09-09,3560,153,19:48,d8fa72e172072d4673c1c687d184dd7414a7d383c0eb95f95b2ecb674b9ff074,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
bravos_2026-09-12_RUH3BPQ5fTo.txt,RUH3BPQ5fTo,bravos,2026-09-12,3546,542,19:54,334fbf9df8ff002f63c4db8d29d524be7c87cf1a25a058d070570f580118a632,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
bravos_2026-09-16_jx3Ll-GJtMY.txt,jx3Ll-GJtMY,bravos,2026-09-16,3728,567,21:02,0472724caec825860183f5d41ece5154d8d02c812b71ccc8962ec56883c62326,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-03-16_jQUUAEemvSE.txt,jQUUAEemvSE,jikh,2026-03-16,4341,645,26:15,573f9494fa7d2e228083f3f21951c038edcdf5e3633744421fb5523ad7bc8aa1,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
jikh_2026-03-31_Dt45p4wuNow.txt,Dt45p4wuNow,jikh,2026-03-31,4676,681,27:17,57f6a3b7a1ada7e1daf701136327a6213fd21321974bdace2cd5e512628d2dc7,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
jikh_2026-04-07_38qyqO44qrk.txt,38qyqO44qrk,jikh,2026-04-07,4281,202,26:13,0084b5149e024d04d4b57feb6961e01947d9b32d86721e1921f3ae272e4382f1,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-04-20_f353QO5Dgus.txt,f353QO5Dgus,jikh,2026-04-20,4203,193,24:57,e7b2de12bd4db11f1effeeafcc8697892f282e38c47df4dd969c9b712d2f383e,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-05-04_HcjbJvpKZIU.txt,HcjbJvpKZIU,jikh,2026-05-04,4386,643,26:20,ac6110615378174fe354bfbe9969b0e9c49cd6bd2de85adef1ae30127fb874f5,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
jikh_2026-05-15_yNHYpCLBffw.txt,yNHYpCLBffw,jikh,2026-05-15,5034,229,29:47,e47b92e3c7ac902dec9cc4984a92e31133fafbbf3c167571432fe7f3a80228ca,blind_transcripts,semantic_reading_notes.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-05-20_3DYnQMmQk8k.txt,3DYnQMmQk8k,jikh,2026-05-20,4055,196,25:10,47ffc44efd97caefb122705dacf590cac51bedd367d5666fc424a24723714958,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-05-26_w8yTmTdF1Kw.txt,w8yTmTdF1Kw,jikh,2026-05-26,5391,295,30:32,25f7649a097f7673235b020a32ce7e43709a67feb5fa65a743f5feb2d244a78a,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-05_yhRjvX_t4hc.txt,yhRjvX_t4hc,jikh,2026-06-05,5621,324,33:36,0d58e302ef89718810c606cbf1649872dbc5c9a1e08cc48278df611318776a66,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-12_dg9Ezg_RS6E.txt,dg9Ezg_RS6E,jikh,2026-06-12,5219,248,31:20,b03aa887cc09ee469c548a690ef7d3562285d01f11126f57257ede52a35c0c3b,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-15_HIBozcOlQPY.txt,HIBozcOlQPY,jikh,2026-06-15,4050,181,23:37,73eb6f0bbff70ec75597b02af80cb3e354bbae34452b5c3e2a4d55ab52083ae7,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-22_nHy5u06we_s.txt,nHy5u06we_s,jikh,2026-06-22,4419,189,24:56,b42415e0521730af0fc7619ce24f9173e038675523faf933c1196f883d6874c3,blind_regime,jikh_mid_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-24_r4xoOQ32KNM.txt,r4xoOQ32KNM,jikh,2026-06-24,4384,214,26:45,ec6b04faa0b1ee3a25ccedb54c7a4e79222a4f7a5d461972efaccc3e3d2b03de,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-06-30_Z_xvkbGWauU.txt,Z_xvkbGWauU,jikh,2026-06-30,4274,605,25:29,131739f8d45817e7bb9811ea68f48f0752beda45470b4249f3e400758ec51537,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,first decreasing timestamp; exact equality of removed and retained sequence
jikh_2026-07-07_siazPdsZHuI.txt,siazPdsZHuI,jikh,2026-07-07,5430,248,30:43,65803ed37fa11582c3ae8264b9316b15bb52cea3841e4185972276f03e608dd6,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-07-15_dFjvcY9Tth0.txt,dFjvcY9Tth0,jikh,2026-07-15,5085,288,30:16,6016a24483be07edea5bed5a9375c8b339492b1425f3982187a0505b2fb3bb7e,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-07-20_hy90LdpEUvQ.txt,hy90LdpEUvQ,jikh,2026-07-20,3998,581,25:08,86e44e2b488d082f5ad30e23c2dbced0d2e67bb6146e6e8d37e337fba1851955,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-07-28_YBhwK-VWsxY.txt,YBhwK-VWsxY,jikh,2026-07-28,4805,701,29:40,fa0833c0a08913d453b5c74f3e6dae1c375a0d02e8b849481cef3c19f71dd9e9,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-08-05_dlaVKt9-Tfg.txt,dlaVKt9-Tfg,jikh,2026-08-05,4395,194,25:18,38acee8194b968307b8465641abb9b39f67759caf501ef6474d3ed5ef3620a90,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-08-10_Uw84lTiD5C8.txt,Uw84lTiD5C8,jikh,2026-08-10,3770,550,21:32,28a11fb1b31c6e1c1f60d7a757b6e60d3fcdbe2665a3c53af8bff43b60b0cada,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-08-19__YXDHskRP6Y.txt,_YXDHskRP6Y,jikh,2026-08-19,4302,633,25:07,18566ddd4ca4bd9ad9a2568b6ad809e228f627c8b9c4c92de388c39c44c73af8,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-08-25_gVksaXViB4E.txt,gVksaXViB4E,jikh,2026-08-25,5246,234,30:29,079214c879698b989bba59d9949b053f3bcf2b5aa6258859bc1ccc577cdf7369,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-09-02_NZpobX6MQVA.txt,NZpobX6MQVA,jikh,2026-09-02,4652,207,27:00,cf961a3720b45feeae76f3443e5e55d5331e4c09f5d5e61764f887ea4915df2a,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-09-10_iBxWsP8k9XM.txt,iBxWsP8k9XM,jikh,2026-09-10,5073,736,28:46,626b76cce339202ab5eeb97fb39620c925f53b11a13172c9bf95380d7bda3537,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
jikh_2026-09-16_xSXNSt0m-go.txt,xSXNSt0m-go,jikh,2026-09-16,4905,221,29:35,11516ab0d1f6a462d685e1677d291226e5eea2037393786c62f9a5bb9387afe2,blind_events,jikh_late_reader.md,FULL_FIRST_PASS_SEMANTIC_READING,single retained pass
